DATE,XSLV,IVV,IJH,VXUS,VTI,SCHD,VIG,DNL,ARKK,FIDU,XLF,TECL,USMV,SUSA,BOND,TOTL,BKLN,LDUR,BNDX
20150629,33.25,206.73,149.65,50.31,106.73,38.32,78.57,50.79,21.16,28.12,19.72,34.37,40.28,85.00,107.41,49.49,23.74,101.67,52.20
20150630,33.2901,207.22,149.98,50.33,107.02,38.29,78.58,50.90,21.35,28.15,19.80,34.47,40.32,85.11,107.00,49.52,23.79,101.53,52.37
20150701,33.71,208.84,150.44,50.58,107.72,38.55,79.35,51.15,21.31,28.19,20.10,35.17,40.80,85.55,106.39,49.30,23.82,101.56,52.22
20150702,33.57,208.59,150.21,50.70,107.58,38.54,79.29,51.24,21.25,28.20,20.01,35.20,40.83,85.60,106.47,49.34,23.83,101.65,52.05
20150703,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20150706,33.72,208.04,149.75,49.63,107.30,38.40,79.09,50.19,21.10,28.03,19.93,34.84,40.86,85.18,106.87,49.41,23.85,101.78,52.13
20150707,33.8,209.32,150.45,49.48,107.89,38.78,79.83,49.80,20.98,28.19,19.97,34.97,41.25,85.77,107.01,49.51,23.91,101.78,52.45
20150708,33.525,205.79,148.34,48.17,106.09,38.28,78.73,48.67,20.78,27.70,19.62,33.27,40.81,84.56,107.24,49.56,23.87,101.86,52.41
20150709,33.57,206.16,148.44,48.92,106.31,38.28,78.90,49.35,20.95,27.82,19.77,32.88,40.81,84.61,106.73,49.40,23.84,101.69,52.39
20150710,33.96,208.79,149.98,50.27,107.60,38.67,79.75,50.61,21.17,28.06,20.01,34.43,41.24,85.40,106.49,49.25,23.90,101.65,52.30
20150713,34.0757,211.09,151.33,50.49,108.82,39.09,80.58,50.75,21.44,28.34,20.25,36.00,41.53,86.20,106.76,49.26,23.94,101.74,52.28
20150714,34.1418,211.97,151.94,50.83,109.31,39.19,80.77,50.78,21.57,28.43,20.30,36.41,41.62,86.57,106.93,49.39,23.95,101.80,52.27
20150715,34.08,211.89,151.08,50.53,109.17,39.07,80.62,50.56,21.42,28.27,20.47,36.43,41.59,86.32,107.01,49.42,23.85,101.87,52.49
20150716,34.3925,213.55,151.64,50.91,109.93,39.32,81.08,51.03,21.85,28.41,20.67,37.81,41.86,87.00,107.36,49.50,23.89,101.83,52.51
20150717,34.21,213.78,150.42,50.81,109.96,39.14,80.76,51.05,21.92,28.41,20.62,39.49,41.77,86.75,107.48,49.48,23.92,101.84,52.55
20150720,34.18,213.86,150.41,50.86,109.97,39.12,80.84,51.01,21.95,28.38,20.64,40.06,41.79,86.91,107.23,49.46,23.90,101.83,52.65
20150721,34.03,213.03,149.34,50.77,109.49,38.83,80.19,51.00,21.87,28.10,20.62,39.41,41.60,86.49,107.32,49.48,23.85,101.74,52.62
20150722,34.12,212.62,149.69,50.32,109.33,38.65,80.01,50.34,21.65,27.92,20.77,37.50,41.66,86.12,107.68,49.51,23.82,101.73,52.67
20150723,33.654,211.47,148.72,50.14,108.70,38.48,79.64,50.08,21.80,27.68,20.59,37.19,41.40,85.70,107.76,49.55,23.70,101.74,52.78
20150724,33.45,209.25,147.38,49.51,107.56,38.06,79.03,49.38,21.90,27.36,20.40,36.61,41.25,84.80,107.76,49.55,23.66,101.72,52.88
20150727,33.4,207.99,146.30,49.10,106.85,37.90,78.61,48.76,21.65,27.18,20.25,35.65,41.14,84.26,107.58,49.59,23.64,101.75,52.90
20150728,33.49,210.58,147.80,49.67,108.12,38.45,79.51,48.88,21.97,27.63,20.33,36.57,41.57,85.30,107.44,49.53,23.69,101.70,52.85
20150729,33.7,211.99,149.48,49.86,108.86,38.73,80.29,49.36,21.82,28.06,20.54,37.33,41.85,85.96,107.36,49.51,23.69,101.65,52.83
20150730,33.68,212.06,149.83,49.78,108.95,38.70,80.29,49.14,21.65,28.05,20.54,37.47,41.87,86.06,107.64,49.54,23.68,101.72,52.95
20150731,33.8594,211.76,150.01,50.05,108.84,38.56,80.28,49.71,21.50,28.03,20.47,37.15,41.94,86.16,107.40,49.69,23.69,101.69,52.98
20150803,33.87,211.04,149.55,49.78,108.45,38.43,80.15,49.21,21.11,27.83,20.45,36.57,41.98,85.72,107.68,49.64,23.64,101.69,52.96
20150804,33.8,210.60,149.47,49.81,108.27,38.42,80.12,49.30,21.05,27.82,20.41,35.89,41.95,85.80,107.00,49.50,23.63,101.75,52.93
20150805,33.79,211.39,150.28,50.10,108.63,38.60,80.68,49.44,21.10,27.98,20.50,36.83,42.20,86.01,106.76,49.46,23.61,101.78,52.73
20150806,33.6099,209.69,148.86,49.84,107.74,38.37,79.97,49.05,20.80,27.81,20.42,35.86,41.95,85.32,106.93,49.53,23.61,101.58,52.97
20150807,33.56,209.18,148.63,49.80,107.43,38.20,79.66,48.85,20.78,27.67,20.46,35.86,41.94,85.23,107.38,49.59,23.57,101.68,52.90
20150810,33.677,211.83,150.88,50.44,108.77,38.69,80.45,49.60,21.28,28.20,20.66,37.58,42.21,86.45,107.06,49.46,23.58,101.50,52.81
20150811,33.64,209.92,149.39,49.58,107.79,38.43,79.80,48.58,21.00,27.92,20.47,35.91,42.12,85.53,107.57,49.57,23.56,101.54,53.01
20150812,33.51,210.12,149.04,49.26,107.90,38.55,79.81,48.12,20.80,27.90,20.28,36.34,42.24,85.47,107.22,49.61,23.50,101.64,53.02
20150813,33.55,209.91,149.02,49.13,107.75,38.43,79.72,48.01,20.99,27.84,20.36,36.12,42.25,85.28,107.03,49.49,23.46,101.40,52.99
20150814,33.85,210.63,149.99,49.18,108.16,38.57,80.03,48.10,20.96,28.04,20.50,36.57,42.45,85.69,106.94,49.46,23.42,101.48,52.92
20150817,34.0599,211.87,151.34,49.09,108.85,38.69,80.41,47.93,21.12,28.16,20.54,37.21,42.63,86.02,106.95,49.51,23.47,101.59,53.01
20150818,34.086,211.27,150.58,48.71,108.57,38.56,80.26,47.52,20.98,28.12,20.53,36.68,42.62,85.94,106.79,49.45,23.48,101.56,52.95
20150819,33.88,209.57,148.96,48.22,107.60,38.20,79.62,46.97,20.75,27.85,20.34,35.92,42.47,85.42,107.34,49.56,23.43,101.50,53.04
20150820,33.47,205.12,145.61,47.14,105.26,37.66,78.42,46.31,19.89,27.24,19.91,33.38,41.86,83.53,107.44,49.62,23.37,101.49,53.10
20150821,33.1,198.81,142.21,46.01,102.23,36.59,76.15,45.01,19.53,26.56,19.20,29.61,40.78,81.36,107.61,49.65,23.31,101.49,53.07
20150824,31.94,190.52,136.91,44.34,98.12,35.27,72.87,43.39,18.96,25.69,18.39,26.32,39.25,78.25,107.38,49.57,23.10,101.47,52.95
20150825,31.34,188.28,134.97,44.68,96.95,34.63,72.31,44.00,19.38,25.33,18.13,25.47,38.58,77.16,106.89,49.50,23.18,101.01,52.65
20150826,31.834,195.68,138.65,45.85,100.47,35.89,74.79,44.99,19.45,26.01,18.81,29.22,39.75,79.92,106.64,49.34,23.26,101.20,52.70
20150827,32.2,200.49,142.04,46.71,102.90,36.67,76.22,45.92,20.04,26.62,19.28,31.27,40.48,81.46,106.58,49.40,23.35,101.21,52.67
20150828,32.35,200.48,142.61,46.67,102.98,36.71,76.14,45.85,20.24,26.72,19.19,31.38,40.44,81.46,106.93,49.46,23.35,101.11,52.69
20150831,32.28,198.75,141.61,46.33,102.21,36.51,75.57,45.70,20.10,26.58,19.03,30.65,40.04,80.79,106.68,49.43,23.38,101.26,52.56
20150901,31.421,192.73,137.60,44.78,99.21,35.51,73.63,44.21,19.37,25.82,18.41,27.73,39.09,78.49,106.45,49.39,23.31,101.06,52.64
20150902,31.74,196.54,139.67,45.44,101.08,36.13,74.83,44.91,19.59,26.18,18.66,29.71,39.65,80.00,106.19,49.36,23.36,100.97,52.62
20150903,31.8201,196.71,140.34,45.49,101.20,36.27,75.03,45.17,19.81,26.38,18.77,29.71,39.74,80.22,106.35,49.40,23.42,101.19,52.74
20150904,31.5899,193.66,138.66,44.39,99.76,35.69,73.93,44.17,19.42,26.06,18.39,28.36,39.20,79.08,106.47,49.42,23.43,101.13,52.90
20150907,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20150908,32.0372,198.67,142.02,45.69,102.28,36.56,75.70,45.07,20.02,26.67,18.86,30.63,40.02,81.06,106.04,49.36,23.47,101.12,53.01
20150909,31.82,195.91,140.47,45.50,100.88,35.99,74.66,44.91,20.09,26.39,18.60,29.53,39.47,80.41,106.52,49.38,23.44,101.23,52.84
20150910,31.87,196.96,140.75,45.79,101.40,36.10,74.73,45.09,20.01,26.41,18.69,30.27,39.56,80.32,106.30,49.35,23.44,101.27,52.81
20150911,32.12,197.92,141.56,45.77,101.86,36.25,75.06,45.31,20.11,26.52,18.77,30.75,39.81,80.60,106.37,49.40,23.44,101.29,52.85
20150914,32.125,197.15,140.95,45.54,101.47,36.07,74.64,45.15,20.07,26.34,18.73,30.54,39.70,80.22,106.23,49.42,23.43,101.25,52.82
20150915,32.45,199.62,142.55,45.84,102.75,36.57,75.57,45.43,20.33,26.82,19.00,31.73,40.09,81.29,105.75,49.26,23.38,101.08,52.75
20150916,32.67,201.41,143.90,46.61,103.62,36.90,76.10,46.19,20.57,27.10,19.12,32.10,40.42,82.00,105.68,49.22,23.37,101.23,52.60
20150917,32.66,200.90,143.74,46.65,103.48,36.89,76.06,46.46,20.75,26.88,18.86,31.42,40.52,81.71,106.15,49.45,23.37,#N/A N/A,52.65
20150918,32.2,197.55,141.39,45.56,101.84,36.30,74.78,45.50,20.43,26.15,18.40,30.20,40.13,80.44,106.81,49.50,23.26,101.32,52.96
20150921,32.55,198.59,142.14,45.60,102.25,36.21,75.26,44.72,20.30,26.28,18.61,31.12,40.38,80.65,106.19,49.37,23.26,101.17,52.82
20150922,32.21,196.09,140.23,44.53,100.88,35.84,74.39,43.51,19.88,25.89,18.38,29.65,39.96,79.82,106.52,49.47,23.17,101.18,52.99
20150923,32.26,195.76,139.88,44.26,100.68,35.75,73.70,43.30,19.84,25.71,18.38,29.76,40.04,79.63,106.45,49.42,23.18,101.21,52.89
20150924,32.3299,195.06,139.23,44.13,100.32,35.74,73.55,43.13,19.61,25.54,18.25,29.81,40.01,78.98,106.19,49.46,23.18,101.07,52.95
20150925,32.55,193.85,138.46,44.20,99.61,35.84,73.72,43.32,19.40,25.57,18.52,29.67,39.82,79.32,106.01,49.40,23.18,101.05,52.88
20150928,32.16,189.01,134.97,43.26,96.94,35.27,72.42,42.45,19.00,25.04,18.09,27.61,39.02,77.67,106.61,49.45,23.03,101.02,52.90
20150929,32.04,189.04,134.84,43.35,96.92,35.40,72.67,42.66,18.69,25.16,18.12,27.31,39.10,77.59,106.09,49.47,23.04,100.86,52.98
20150930,32.36,192.71,136.61,44.32,98.72,35.95,73.74,43.55,18.79,25.52,18.40,28.82,39.59,78.80,105.46,49.52,23.04,100.50,52.93
20151001,32.26,193.24,136.31,44.42,98.92,35.90,73.72,43.74,18.53,25.48,18.41,28.87,39.64,78.44,105.69,49.40,23.02,100.58,52.90
20151002,32.256,196.07,138.27,45.31,100.36,36.49,74.73,44.56,19.08,25.79,18.43,30.02,40.14,80.01,106.29,49.45,23.05,100.71,53.09
20151005,33.01,199.62,140.95,46.24,102.21,37.19,76.10,45.57,19.52,26.61,18.82,31.80,40.71,81.53,106.16,49.39,23.12,100.76,53.00
20151006,32.84,198.87,140.44,46.23,101.88,37.28,75.76,45.70,19.23,26.60,18.73,31.99,40.40,81.32,106.55,49.41,23.11,100.84,52.94
20151007,33.2941,200.51,142.21,47.00,102.80,37.62,76.28,46.12,19.51,26.97,18.88,32.39,40.69,81.77,106.67,49.45,23.13,100.92,52.92
20151008,33.72,202.35,143.69,47.33,103.69,38.03,77.24,46.74,19.39,27.44,18.99,32.94,41.00,82.95,106.22,49.40,23.16,100.93,52.91
20151009,33.64,202.50,143.99,47.46,103.83,38.03,77.38,46.92,19.82,27.49,18.87,33.29,41.08,82.97,106.25,49.38,23.16,101.00,52.81
20151012,33.915,202.68,143.89,47.14,103.85,37.95,77.45,46.73,19.67,27.45,18.89,33.42,41.21,82.94,106.73,49.49,23.13,100.96,52.92
20151013,33.59,201.37,142.52,46.48,103.09,37.75,76.81,45.95,19.60,27.14,18.74,33.18,41.03,82.26,106.74,49.49,23.15,100.87,52.98
20151014,33.12,200.36,141.49,46.74,102.56,37.62,76.20,46.01,19.50,26.82,18.59,33.05,40.75,82.00,106.66,49.61,23.14,101.06,53.11
20151015,33.67,203.43,143.15,47.57,104.11,37.99,76.98,46.90,19.53,27.10,19.01,34.20,41.19,82.81,106.47,49.56,23.05,100.98,53.04
20151016,33.74,204.33,143.18,47.55,104.51,38.20,77.31,46.63,19.81,26.99,19.12,34.49,41.52,83.13,106.76,49.51,23.08,101.01,53.02
20151019,33.84,204.49,143.60,47.23,104.63,38.14,77.32,46.36,19.81,27.00,19.11,34.83,41.61,83.12,106.89,49.53,23.06,#N/A N/A,53.03
20151020,34.06,204.19,143.59,47.20,104.51,38.07,77.23,46.24,19.50,27.16,19.22,34.55,41.54,83.21,106.64,49.46,23.13,100.91,52.93
20151021,33.68,203.00,142.04,46.98,103.69,37.97,77.13,46.28,19.66,27.19,19.08,33.75,41.39,82.68,106.93,49.58,23.11,101.14,53.01
20151022,34.0699,206.34,143.07,47.68,105.21,38.90,78.65,46.74,19.45,27.79,19.39,36.02,41.99,84.16,106.87,49.60,23.08,101.05,53.19
20151023,34.26,208.66,143.81,48.03,106.31,39.27,79.09,47.05,19.81,27.87,19.60,38.95,42.01,85.04,106.93,49.52,23.08,101.19,53.19
20151026,34.27,208.18,143.43,47.77,106.06,39.17,79.00,46.87,19.78,27.85,19.52,38.66,42.03,84.75,107.09,49.56,23.06,101.37,53.17
20151027,34.07,207.78,142.28,47.33,105.71,39.02,78.76,46.45,19.61,27.48,19.41,37.97,41.97,84.49,107.19,49.60,23.03,101.34,53.30
20151028,34.59,210.11,145.20,47.58,107.10,39.37,79.18,46.39,19.82,27.84,19.86,39.59,42.21,85.36,106.84,49.54,23.02,101.35,53.29
20151029,34.55,210.00,144.46,47.16,106.94,39.26,79.15,46.00,19.72,27.82,19.84,39.31,42.21,85.50,106.29,49.35,23.00,101.41,53.12
20151030,34.3,209.05,144.21,47.09,106.53,39.10,78.71,46.01,19.90,27.78,19.55,38.60,41.96,85.30,106.26,49.39,23.00,101.39,53.18
20151102,34.67,211.60,146.39,47.60,107.93,39.52,79.35,46.68,20.46,28.17,19.82,39.59,42.34,85.94,105.83,49.29,22.99,101.17,52.97
20151103,34.6433,212.13,146.52,47.77,108.20,39.65,79.58,47.09,20.46,28.13,19.85,40.18,42.30,86.26,105.70,49.25,22.99,101.27,52.93
20151104,34.5567,211.58,146.31,47.49,107.94,39.52,79.37,46.92,20.84,28.10,19.80,40.24,42.20,85.91,105.87,49.18,22.96,101.24,52.81
20151105,34.795,211.32,146.38,47.30,107.82,39.34,79.14,47.06,20.66,28.14,19.88,40.01,42.13,86.04,105.62,49.18,22.98,101.33,52.86
20151106,34.74,211.24,146.20,47.02,107.84,39.24,78.92,46.53,20.85,28.12,20.08,40.34,41.79,85.67,105.14,49.02,22.95,101.16,52.66
20151109,34.38,209.21,144.89,46.52,106.76,38.82,78.19,45.86,20.69,27.88,19.86,39.23,41.49,85.12,105.32,48.88,22.92,101.24,52.64
20151110,34.57,209.72,145.71,46.40,107.00,38.86,78.37,45.81,20.43,27.93,19.95,38.54,41.69,85.09,105.24,49.01,22.94,101.28,52.76
20151111,34.53,208.91,144.85,46.55,106.54,38.84,78.06,46.04,20.39,27.95,19.89,38.45,41.68,84.89,104.92,48.99,22.88,101.46,52.82
20151112,34.01,205.97,141.73,46.04,104.95,38.30,77.03,45.55,20.04,27.49,19.59,37.44,41.19,83.81,104.97,48.98,22.86,101.40,52.84
20151113,33.7,203.67,140.50,45.59,103.84,37.96,76.35,45.12,19.82,27.39,19.42,35.19,40.82,82.94,105.42,49.01,22.73,101.52,52.94
20151116,34.11,206.82,142.25,46.22,105.35,38.58,77.61,45.85,19.92,27.76,19.66,36.81,41.42,84.12,105.35,49.05,22.78,101.42,53.01
20151117,34.06,206.55,141.80,46.32,105.22,38.60,77.64,45.93,19.95,27.68,19.62,36.81,41.37,83.94,105.49,49.06,22.76,101.45,53.04
20151118,34.46,209.87,144.21,46.75,106.90,38.98,78.52,46.13,20.19,28.07,19.97,38.44,41.85,85.34,105.41,49.04,22.76,101.37,53.12
20151119,34.48,209.67,144.02,46.99,106.76,39.07,78.63,46.68,20.51,28.20,20.00,38.92,41.86,85.51,105.44,49.08,22.73,101.20,53.15
20151120,34.89,210.62,144.75,46.99,107.22,39.09,78.94,46.91,20.65,28.33,20.03,39.74,41.97,85.80,105.48,49.00,22.65,101.39,53.12
20151123,34.95,210.22,145.00,46.56,107.11,39.15,79.02,46.70,20.68,28.23,19.95,39.17,41.97,85.87,105.59,49.04,22.68,101.00,53.11
20151124,35.0393,210.52,145.98,46.65,107.39,39.32,79.19,46.43,20.63,28.25,19.89,39.18,41.98,85.89,105.50,49.08,22.71,101.31,53.18
20151125,35.12,210.53,146.47,46.65,107.47,39.27,79.23,46.35,20.90,28.28,19.91,38.80,41.99,85.91,105.49,49.06,22.66,101.46,53.22
20151126,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20151127,35.2999,210.71,146.90,46.45,107.63,39.30,79.39,45.83,21.27,28.34,19.96,38.99,42.07,85.94,105.56,49.06,22.68,101.57,53.25
20151130,35.24,209.87,146.16,46.47,107.17,39.21,78.92,45.91,21.20,28.17,19.94,39.15,41.87,85.56,105.75,49.08,22.69,101.43,53.20
20151201,35.5399,211.93,147.34,46.95,108.18,39.54,79.51,46.42,21.31,28.34,20.16,40.19,42.32,86.10,105.65,49.07,22.71,101.16,53.24
20151202,35.11,209.74,145.68,46.44,107.05,39.19,78.98,46.07,21.36,27.97,19.93,39.45,41.92,85.19,105.66,49.03,22.77,100.95,53.21
20151203,34.6,206.76,143.25,46.23,105.45,38.72,78.18,46.03,20.85,27.63,19.60,37.95,41.37,83.97,105.05,48.76,22.80,100.94,52.70
20151204,35,210.80,145.04,46.61,107.39,39.42,79.58,46.36,21.05,27.95,20.12,40.68,42.20,85.51,105.44,48.86,22.79,101.14,52.70
20151207,34.66,209.50,143.51,46.13,106.55,39.23,79.37,46.08,20.79,27.75,19.94,40.15,42.13,85.06,105.47,48.92,22.72,100.89,53.00
20151208,34.42,208.13,142.62,45.44,105.91,38.87,78.73,45.38,20.99,27.36,19.68,39.86,42.04,84.57,105.60,48.92,22.51,101.26,53.03
20151209,34.0999,206.49,140.87,45.31,105.00,38.75,78.05,45.36,20.72,27.29,19.46,38.12,41.68,83.89,105.55,48.89,22.47,100.35,53.03
20151210,33.92,207.01,141.19,45.24,105.31,38.88,78.14,44.97,21.07,27.38,19.47,38.39,41.66,84.04,105.68,48.87,22.51,100.31,52.99
20151211,33.44,202.89,139.18,44.29,103.24,38.25,77.03,44.17,20.92,26.95,19.04,35.99,41.16,82.62,106.04,48.93,22.29,100.00,53.07
20151214,33.4825,204.18,138.38,44.45,103.61,38.54,77.48,44.32,20.21,26.98,19.08,36.73,41.45,82.76,105.32,48.81,22.07,99.93,52.98
20151215,33.98,206.19,139.80,44.80,104.72,38.90,77.86,44.91,20.55,27.03,19.53,37.24,41.80,83.41,104.91,48.77,22.15,99.80,52.87
20151216,34.4422,209.17,141.25,45.71,106.24,39.34,79.02,45.66,20.78,27.43,19.85,38.82,42.40,84.64,104.79,48.69,22.23,99.62,52.84
20151217,34.13,206.08,139.56,45.06,104.68,38.79,77.91,45.17,20.99,27.05,19.56,37.00,41.97,83.37,105.16,48.72,22.19,100.14,52.92
20151218,33.22,202.22,137.57,44.73,102.90,38.13,76.60,44.26,20.93,26.50,18.92,34.81,41.37,81.64,105.40,48.76,22.17,100.20,53.06
20151221,33.45,203.96,138.57,44.69,103.13,38.15,77.25,44.59,20.87,26.69,19.11,35.90,41.65,82.25,105.43,48.81,22.22,100.07,53.11
20151222,33.72,205.85,139.93,44.99,104.06,38.55,78.23,45.06,20.96,27.00,19.29,36.66,41.97,83.32,105.35,48.77,22.32,99.90,53.06
20151223,33.97,208.44,141.71,45.75,105.36,39.04,78.53,45.70,21.27,27.37,19.51,37.56,42.37,84.22,105.41,48.72,22.37,99.78,52.84
20151224,34.1399,206.83,141.15,45.67,105.23,38.94,78.39,45.73,20.88,27.38,19.50,37.48,42.07,83.96,105.58,48.76,22.36,99.91,52.84
20151225,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20151228,34.12,206.34,140.94,45.50,105.00,38.83,78.27,45.52,20.91,27.29,19.48,37.47,42.09,83.74,105.43,48.82,22.34,99.85,53.02
20151229,34.52,208.51,142.02,45.90,106.12,39.22,79.03,45.89,20.78,27.55,19.68,38.88,42.44,84.57,103.88,48.62,22.41,99.00,52.77
20151230,34.29,206.97,140.80,45.53,105.32,39.00,78.61,45.37,20.84,27.34,19.55,38.00,42.26,84.01,104.04,48.60,22.43,99.30,52.79
20151231,33.75,204.87,139.32,45.11,104.30,38.56,77.76,45.27,20.46,27.21,19.35,36.43,41.82,83.38,104.22,48.60,22.40,99.67,52.88
20160101,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20160104,32.99,202.00,137.51,44.33,102.74,38.12,76.72,43.82,20.01,26.81,18.98,34.90,41.30,81.87,104.06,48.67,22.41,99.73,52.99
20160105,33.41,202.42,137.62,44.25,102.97,38.34,76.97,43.92,20.17,26.83,19.05,34.57,41.58,82.24,104.25,48.70,22.36,99.54,52.96
20160106,33.24,199.77,135.69,43.50,101.59,37.88,76.04,43.31,19.83,26.38,18.76,33.40,41.32,80.92,104.54,48.77,22.32,99.36,53.16
20160107,32.67,194.99,132.18,42.60,99.10,37.09,74.64,42.35,19.05,25.65,18.23,30.44,40.65,79.45,104.31,48.80,22.29,99.62,53.08
20160108,32.1699,192.83,130.47,42.10,97.97,36.69,73.87,42.10,18.83,25.34,17.95,29.71,40.24,78.40,104.43,48.83,22.31,99.74,53.07
20160111,32.34,193.03,130.04,42.19,97.91,36.76,74.03,41.60,18.17,25.39,17.97,30.27,40.30,78.25,104.26,48.78,22.36,99.47,53.01
20160112,32.24,194.52,130.54,42.29,98.58,36.98,74.65,42.22,18.44,25.53,18.11,31.27,40.51,78.81,104.22,48.88,22.41,99.44,53.08
20160113,31.65,189.79,127.08,41.71,96.04,36.27,73.25,42.20,17.87,24.93,17.64,28.88,39.87,76.97,104.24,48.97,22.38,99.05,53.20
20160114,31.96,192.80,128.57,42.27,97.51,36.88,73.93,42.00,18.03,25.20,17.79,30.49,40.28,78.08,104.31,48.91,22.29,99.32,53.03
20160115,31.56,188.74,126.74,40.64,95.46,36.11,72.62,40.77,17.32,24.77,17.39,27.82,39.76,76.55,104.53,48.94,22.05,#N/A N/A,53.10
20160118,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20160119,31.67,188.84,126.04,41.12,95.36,36.15,72.85,41.28,17.50,24.73,17.39,27.94,40.03,76.70,103.88,48.91,22.07,99.16,52.94
20160120,31.37,186.65,125.16,40.11,94.42,35.60,72.10,40.20,17.05,24.41,17.04,27.30,39.41,75.84,103.62,48.96,22.03,98.75,53.10
20160121,31.3095,187.62,125.37,40.45,94.79,35.91,72.47,40.27,17.20,24.53,16.97,27.76,39.53,76.04,103.47,48.95,22.04,98.64,53.15
20160122,31.8699,191.49,128.47,41.66,96.81,36.58,73.62,41.61,17.53,24.79,17.28,29.99,40.28,77.19,103.82,48.90,22.19,98.68,53.04
20160125,31.33,188.57,125.88,40.96,95.22,36.18,72.88,41.10,17.32,24.45,16.93,28.90,39.94,76.00,104.04,48.93,22.16,99.18,53.17
20160126,32.045,191.13,128.65,41.75,96.67,36.79,73.94,41.82,17.05,24.93,17.21,29.77,40.46,76.91,104.19,48.94,22.14,98.96,53.13
20160127,31.6796,189.08,127.38,41.55,95.57,36.58,73.63,42.18,16.88,24.66,17.15,27.92,40.23,76.24,104.14,48.96,22.10,99.20,53.29
20160128,31.9,190.11,127.46,41.82,95.95,36.84,73.92,42.09,16.48,24.85,17.16,29.04,40.28,76.58,104.34,49.04,22.15,98.56,53.40
20160129,32.81,194.62,131.53,42.65,98.33,37.68,75.98,43.19,16.74,25.51,17.64,31.76,41.24,78.41,104.99,49.08,22.18,99.26,53.57
20160201,32.72,194.60,131.41,42.47,98.35,37.66,75.96,43.15,16.88,25.44,17.56,32.15,41.39,78.68,104.61,48.92,22.11,99.12,53.51
20160202,32.272,191.09,128.62,41.50,96.45,37.06,74.81,42.10,16.46,24.90,17.08,30.37,40.96,77.21,104.81,48.99,22.09,98.71,53.60
20160203,32.3866,192.11,129.53,42.03,97.03,37.38,75.16,42.71,16.37,25.21,17.09,30.22,41.06,77.70,104.45,49.01,22.12,98.83,53.68
20160204,32.42,192.53,130.45,42.23,97.26,37.39,75.37,42.82,16.52,25.71,17.24,30.37,40.94,78.03,104.52,49.06,22.10,98.84,53.68
20160205,32.02,188.85,127.66,41.66,95.26,36.99,74.50,42.11,15.50,25.43,17.01,27.81,40.46,76.83,104.34,49.01,22.07,98.11,53.69
20160208,32.08,186.31,125.43,40.92,93.78,36.92,73.98,41.39,14.80,25.14,16.58,26.59,40.09,75.82,104.73,49.12,22.00,98.29,53.79
20160209,31.93,186.24,125.12,40.36,93.66,36.86,74.20,41.02,14.86,25.19,16.56,26.18,40.10,76.10,104.49,49.11,22.00,97.96,53.82
20160210,31.7886,186.15,125.47,40.35,93.72,36.66,73.97,41.43,15.06,25.12,16.47,26.37,40.20,76.16,104.39,49.12,21.97,97.97,53.76
20160211,31.52,183.83,123.70,39.73,92.56,36.28,73.00,40.73,14.78,24.63,15.96,26.12,39.84,75.34,104.56,49.15,21.89,98.19,53.84
20160212,31.93,187.55,126.02,40.39,94.36,36.86,74.33,41.06,14.95,25.09,16.64,27.20,40.39,76.68,103.91,49.03,21.81,97.76,53.61
20160215,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
